Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week
2566,2025-06-04 03:00:00,Streetlight,Open,19,Indiranagar,194,12.851540127075669,77.59262715612311,-0.7,13,135,Overflowing garbage,Mobile App,negative,Slight Delay,66.83,6,Q2,Wednesday
2567,2025-02-13 22:00:00,Pothole,Open,10,HSR Layout,194,12.90231845946385,77.49879208591163,0.96,22,182,Broken footpath,Call Center,positive,Heavy Delay,94.84,2,Q1,Thursday
2568,2025-08-28 08:00:00,Streetlight,Resolved,16,Whitefield,169,13.07474703286501,77.47706056417546,-0.36,-1,185,Graffiti on wall,Email,negative,Early,27.12,8,Q3,Thursday
2569,2025-03-21 04:00:00,Water Leak,Resolved,13,Marathahalli,36,12.855432350683795,77.67469726332455,0.84,-5,123,Streetlight not working,Call Center,positive,Early,50.4,3,Q1,Friday
2570,2025-10-18 20:00:00,Streetlight,In Progress,16,BTM Layout,101,13.076198738224246,77.52370002801787,0.32,19,123,Streetlight not working,Call Center,positive,Slight Delay,52.3,10,Q4,Saturday
2571,2025-10-22 13:00:00,Noise,In Progress,18,BTM Layout,34,12.87831315203204,77.69012722862968,0.27,4,155,Illegal parking,Mobile App,positive,On-Time,28.61,10,Q4,Wednesday
2572,2025-05-23 07:00:00,Garbage,In Progress,8,Basavanagudi,121,12.883268532489708,77.67753418461206,0.83,8,184,Graffiti on wall,Email,positive,On-Time,67.73,5,Q2,Friday
2573,2025-01-19 10:00:00,Garbage,In Progress,18,Yelahanka,39,12.89383747771423,77.50951366121429,0.03,20,160,Graffiti on wall,Call Center,neutral,Heavy Delay,36.28,1,Q1,Sunday
2574,2025-09-17 02:00:00,Pothole,Open,13,HSR Layout,23,13.049846331238799,77.72248715132454,-0.2,21,176,Garbage not collected,Call Center,negative,Heavy Delay,47.86,9,Q3,Wednesday
2575,2025-07-13 20:00:00,Pothole,Resolved,7,Koramangala,80,12.969546643835594,77.49838387742693,-0.56,17,169,Broken footpath,Twitter,negative,Slight Delay,63.94,7,Q3,Sunday
2576,2025-11-27 19:00:00,Water Leak,Resolved,18,Marathahalli,172,12.88629915755751,77.68914372456041,-0.71,11,127,Broken footpath,Twitter,negative,Slight Delay,64.67,11,Q4,Thursday
2577,2025-11-23 09:00:00,Graffiti,Resolved,6,Basavanagudi,70,13.021700454916331,77.57616011621849,0.58,24,131,Water leakage on road,Email,positive,Heavy Delay,74.8,11,Q4,Sunday
2578,2025-11-13 13:00:00,Water Leak,Resolved,9,Jayanagar,186,13.085172091581445,77.50490489470675,-0.74,21,176,Overflowing garbage,Call Center,negative,Heavy Delay,80.26,11,Q4,Thursday
2579,2025-07-05 18:00:00,Noise,In Progress,6,Basavanagudi,59,12.993112868561868,77.73143339499445,-0.21,5,197,Illegal parking,Email,negative,On-Time,26.39,7,Q3,Saturday
2580,2025-10-02 15:00:00,Pothole,Open,18,Jayanagar,154,12.874675001430134,77.73897724592015,-0.18,-2,195,Garbage not collected,Mobile App,neutral,Early,14.94,10,Q4,Thursday
2581,2025-04-07 05:00:00,Pothole,Resolved,17,Whitefield,22,12.863687651544385,77.60341187354126,0.33,12,177,Noise from bar at night,Email,positive,Slight Delay,43.25,4,Q2,Monday
2582,2025-09-19 04:00:00,Water Leak,Open,12,Koramangala,109,13.04896808996894,77.59075235528805,-0.44,13,195,Broken footpath,Email,negative,Slight Delay,51.23,9,Q3,Friday
2583,2025-02-07 22:00:00,Water Leak,Open,3,Jayanagar,111,13.006520913093608,77.72025251983546,0.68,-2,144,Overflowing garbage,Call Center,positive,Early,44.94,2,Q1,Friday
2584,2025-06-30 20:00:00,Water Leak,Open,5,Malleshwaram,88,13.08066433478115,77.6288410032826,-0.59,6,168,Water leakage on road,Mobile App,negative,On-Time,50.57,6,Q2,Monday
2585,2025-06-17 01:00:00,Garbage,Open,7,Koramangala,40,12.986812537761997,77.5298115869854,0.58,8,198,Pothole near school,Email,positive,On-Time,52.73,6,Q2,Tuesday
2586,2025-10-04 04:00:00,Streetlight,Resolved,10,Yelahanka,85,12.865598850810763,77.57755917705639,0.7,12,167,Garbage not collected,Twitter,positive,Slight Delay,65.45,10,Q4,Saturday
2587,2025-04-01 09:00:00,Streetlight,Resolved,10,Yelahanka,94,12.950921712499662,77.70079672354262,-0.61,20,177,Pothole near school,Mobile App,negative,Heavy Delay,71.08,4,Q2,Tuesday
2588,2025-04-01 12:00:00,Pothole,Resolved,19,Basavanagudi,11,13.014497672147854,77.70786899220643,0.62,-5,117,Streetlight not working,Call Center,positive,Early,37.2,4,Q2,Tuesday
2589,2025-08-25 04:00:00,Garbage,In Progress,4,Whitefield,117,12.946221337734315,77.73177584104445,0.43,21,174,Noise from bar at night,Twitter,positive,Heavy Delay,61.66,8,Q3,Monday
2590,2025-09-21 01:00:00,Water Leak,Resolved,10,Jayanagar,9,13.099897849185059,77.53647826615327,0.75,14,182,Garbage not collected,Mobile App,positive,Slight Delay,71.21,9,Q3,Sunday
2591,2025-12-13 11:00:00,Pothole,In Progress,18,Yelahanka,12,12.951344653418436,77.65398582709031,0.02,19,101,Water leakage on road,Call Center,neutral,Slight Delay,34.3,12,Q4,Saturday
2592,2025-12-01 20:00:00,Garbage,In Progress,3,Indiranagar,154,12.986559031611888,77.47051664370036,-0.53,24,197,Broken footpath,Call Center,negative,Heavy Delay,71.8,12,Q4,Monday
2593,2025-10-10 21:00:00,Noise,In Progress,3,Indiranagar,38,12.90634800815592,77.66777079665803,0.82,5,102,Illegal parking,Mobile App,positive,On-Time,62.99,10,Q4,Friday
2594,2025-02-02 17:00:00,Graffiti,Resolved,5,Jayanagar,131,12.888034551075547,77.61895990701373,0.58,21,128,Garbage not collected,Mobile App,positive,Heavy Delay,70.66,2,Q1,Sunday
2595,2025-09-13 19:00:00,Garbage,Resolved,16,Whitefield,126,13.011326384640812,77.52492982792688,-0.96,19,186,Pothole near school,Mobile App,negative,Slight Delay,90.7,9,Q3,Saturday
2596,2025-09-22 08:00:00,Pothole,Resolved,20,Indiranagar,143,12.99715318672892,77.64638957457615,0.88,22,147,Graffiti on wall,Call Center,positive,Heavy Delay,90.04,9,Q3,Monday
2597,2025-04-11 16:00:00,Streetlight,In Progress,13,Yelahanka,175,12.85108471435157,77.49055463062602,0.9,19,164,Noise from bar at night,Twitter,positive,Slight Delay,87.1,4,Q2,Friday
2598,2025-06-23 02:00:00,Water Leak,In Progress,11,Whitefield,133,12.921195383699436,77.55014188902044,-0.29,13,141,Garbage not collected,Twitter,negative,Slight Delay,42.23,6,Q2,Monday
2599,2025-08-23 03:00:00,Graffiti,Open,13,Jayanagar,54,13.010894893253228,77.57027407963818,-0.98,-5,105,Streetlight not working,Call Center,negative,Early,58.8,8,Q3,Saturday
2600,2025-03-22 16:00:00,Noise,In Progress,19,Koramangala,24,13.053062336433111,77.68314114913213,0.11,-5,158,Streetlight not working,Mobile App,neutral,Early,6.6,3,Q1,Saturday
2601,2025-06-08 15:00:00,Graffiti,In Progress,6,Whitefield,139,12.928092163259961,77.54263529195833,0.83,24,180,Overflowing garbage,Call Center,positive,Heavy Delay,89.8,6,Q2,Sunday
2602,2025-10-25 23:00:00,Graffiti,Resolved,13,Yelahanka,121,13.011859092322213,77.46471039562768,-0.75,-3,118,Graffiti on wall,Call Center,negative,Early,47.76,10,Q4,Saturday
2603,2025-05-15 20:00:00,Garbage,Open,4,Koramangala,119,12.916314482537711,77.50422220831307,0.18,20,151,Graffiti on wall,Call Center,neutral,Heavy Delay,45.28,5,Q2,Thursday
2604,2025-04-09 00:00:00,Pothole,Open,5,Marathahalli,161,13.02259497365731,77.63242793925149,0.46,8,160,Garbage not collected,Call Center,positive,On-Time,45.53,4,Q2,Wednesday
2605,2025-03-22 12:00:00,Pothole,Open,19,Basavanagudi,74,13.024486999665616,77.4545751141517,-0.73,2,101,Garbage not collected,Twitter,negative,On-Time,53.46,3,Q1,Saturday
2606,2025-12-23 12:00:00,Graffiti,Resolved,5,BTM Layout,185,12.882555866379898,77.68766968168111,0.03,9,178,Water leakage on road,Mobile App,neutral,On-Time,21.11,12,Q4,Tuesday
2607,2025-07-24 20:00:00,Water Leak,Open,14,Marathahalli,180,13.01627244599425,77.72033602350756,-0.82,-2,122,Graffiti on wall,Call Center,negative,Early,53.34,7,Q3,Thursday
2608,2025-08-18 02:00:00,Pothole,Open,4,Koramangala,192,12.933391795420093,77.59861928244406,0.12,5,118,Graffiti on wall,Call Center,neutral,On-Time,20.99,8,Q3,Monday
2609,2025-02-09 10:00:00,Graffiti,Resolved,12,BTM Layout,171,12.893148732898156,77.6622891255102,-0.12,2,196,Noise from bar at night,Mobile App,neutral,On-Time,16.86,2,Q1,Sunday
2610,2025-03-01 23:00:00,Pothole,Open,6,Basavanagudi,121,12.975090308193444,77.58880303715385,-0.47,24,169,Water leakage on road,Mobile App,negative,Heavy Delay,68.2,3,Q1,Saturday
2611,2025-11-19 02:00:00,Water Leak,In Progress,19,HSR Layout,128,12.96307417097718,77.54262898835445,0.71,1,149,Streetlight not working,Call Center,positive,On-Time,50.88,11,Q4,Wednesday
2612,2025-07-22 09:00:00,Noise,In Progress,10,Marathahalli,44,13.043468702765498,77.49945991360296,-0.24,24,160,Overflowing garbage,Call Center,negative,Heavy Delay,54.4,7,Q3,Tuesday
2613,2025-01-15 04:00:00,Graffiti,In Progress,1,Yelahanka,90,12.871128877290305,77.60544868629042,0.4,18,118,Graffiti on wall,Mobile App,positive,Slight Delay,55.72,1,Q1,Wednesday
2614,2025-01-16 22:00:00,Streetlight,In Progress,16,Whitefield,164,13.047438317207945,77.72896687046976,0.58,-4,193,Overflowing garbage,Mobile App,positive,Early,36.18,1,Q1,Thursday
2615,2025-12-20 19:00:00,Streetlight,In Progress,4,Whitefield,12,12.876520590527324,77.71699165006545,-0.64,2,121,Pothole near school,Twitter,negative,On-Time,48.06,12,Q4,Saturday
2616,2025-01-06 18:00:00,Graffiti,In Progress,9,BTM Layout,184,12.901864757019766,77.72588774011865,-0.76,19,102,Garbage not collected,Call Center,negative,Slight Delay,78.7,1,Q1,Monday
2617,2025-01-15 22:00:00,Garbage,In Progress,18,BTM Layout,3,12.978970529582417,77.7399239180294,-0.98,20,104,Garbage not collected,Email,negative,Heavy Delay,93.28,1,Q1,Wednesday
2618,2025-07-25 11:00:00,Noise,In Progress,17,BTM Layout,50,12.965793650005606,77.49960739322279,-0.39,21,193,Water leakage on road,Mobile App,negative,Heavy Delay,59.26,7,Q3,Friday
2619,2025-05-25 00:00:00,Garbage,In Progress,15,Jayanagar,157,13.097214743683512,77.49395760238683,0.63,16,166,Water leakage on road,Mobile App,positive,Slight Delay,66.77,5,Q2,Sunday
2620,2025-03-09 19:00:00,Streetlight,Resolved,19,Yelahanka,108,12.99736842831561,77.57832842235486,0.55,24,159,Overflowing garbage,Twitter,positive,Heavy Delay,73.0,3,Q1,Sunday
2621,2025-10-04 02:00:00,Water Leak,Resolved,7,BTM Layout,16,12.931858898811727,77.65679346083945,0.74,13,138,Overflowing garbage,Twitter,positive,Slight Delay,69.23,10,Q4,Saturday
2622,2025-07-28 12:00:00,Graffiti,In Progress,18,Indiranagar,168,13.075037217135996,77.58190817598962,0.52,17,127,Water leakage on road,Email,positive,Slight Delay,61.54,7,Q3,Monday
2623,2025-10-05 04:00:00,Pothole,Resolved,6,Basavanagudi,27,12.928053739195626,77.71770631128204,-0.95,3,100,Overflowing garbage,Mobile App,negative,On-Time,68.03,10,Q4,Sunday
2624,2025-09-25 08:00:00,Streetlight,Resolved,19,BTM Layout,123,12.918443908797073,77.66521894513689,-0.23,10,121,Broken footpath,Call Center,negative,Slight Delay,34.49,9,Q3,Thursday
2625,2025-05-13 02:00:00,Noise,In Progress,12,Indiranagar,70,12.973592948799714,77.64019124163386,-0.99,2,144,Illegal parking,Call Center,negative,On-Time,69.06,5,Q2,Tuesday
2626,2025-06-09 19:00:00,Streetlight,In Progress,3,Jayanagar,42,13.07829369611827,77.47131134824379,-0.93,24,150,Graffiti on wall,Call Center,negative,Heavy Delay,95.8,6,Q2,Monday
2627,2025-12-01 01:00:00,Noise,Resolved,1,Indiranagar,185,13.02712856381471,77.50260062824529,-0.04,2,180,Water leakage on road,Twitter,neutral,On-Time,12.06,12,Q4,Monday
2628,2025-03-31 15:00:00,Noise,In Progress,5,HSR Layout,138,13.019370803866833,77.57844612627362,-0.28,5,150,Streetlight not working,Email,negative,On-Time,30.59,3,Q1,Monday
2629,2025-10-15 17:00:00,Graffiti,In Progress,1,HSR Layout,125,13.03151931625969,77.7429124308074,0.12,1,127,Illegal parking,Email,neutral,On-Time,15.48,10,Q4,Wednesday
2630,2025-04-29 02:00:00,Noise,In Progress,8,Indiranagar,166,13.014910152693972,77.55032260957512,-0.87,15,129,Overflowing garbage,Email,negative,Slight Delay,79.79,4,Q2,Tuesday
2631,2025-04-17 23:00:00,Garbage,In Progress,7,Yelahanka,136,13.039949089916986,77.63899263875473,0.18,-4,107,Graffiti on wall,Mobile App,neutral,Early,12.18,4,Q2,Thursday
2632,2025-02-24 11:00:00,Water Leak,Resolved,15,Jayanagar,146,12.898190505432282,77.74667180995988,-0.87,15,190,Water leakage on road,Mobile App,negative,Slight Delay,79.79,2,Q1,Monday
2633,2025-04-21 20:00:00,Streetlight,Open,11,Whitefield,145,12.8943145716904,77.52920751766987,-0.15,-1,140,Water leakage on road,Email,neutral,Early,14.52,4,Q2,Monday
2634,2025-06-05 10:00:00,Water Leak,Resolved,18,Indiranagar,58,12.94054083594785,77.50000010697248,-0.3,12,124,Streetlight not working,Email,negative,Slight Delay,41.45,6,Q2,Thursday
2635,2025-09-16 15:00:00,Pothole,Open,14,Koramangala,106,13.062739944698958,77.6138999846402,-0.55,5,158,Garbage not collected,Email,negative,On-Time,46.79,9,Q3,Tuesday
2636,2025-05-12 18:00:00,Streetlight,Open,9,Malleshwaram,66,13.028613553874177,77.61556711715343,-0.38,20,176,Noise from bar at night,Twitter,negative,Heavy Delay,57.28,5,Q2,Monday
2637,2025-02-17 12:00:00,Water Leak,Open,5,Basavanagudi,172,12.991618335710692,77.72656598975243,-1.0,11,133,Graffiti on wall,Email,,Slight Delay,82.07,2,Q1,Monday
2638,2025-12-19 10:00:00,Water Leak,Resolved,4,Basavanagudi,84,12.85486185936953,77.45792902855749,-0.35,15,138,Illegal parking,Call Center,negative,Slight Delay,48.59,12,Q4,Friday
2639,2025-03-13 04:00:00,Graffiti,Resolved,12,Yelahanka,9,12.908950570983967,77.57221331991597,-0.84,0,170,Garbage not collected,Mobile App,negative,On-Time,57.3,3,Q1,Thursday
2640,2025-06-01 06:00:00,Graffiti,Resolved,1,BTM Layout,176,13.050878485637474,77.5437044475374,0.84,7,185,Noise from bar at night,Call Center,positive,On-Time,66.95,6,Q2,Sunday
2641,2025-05-14 19:00:00,Pothole,Resolved,13,Malleshwaram,167,12.910621673271054,77.62131584446531,-0.85,1,196,Noise from bar at night,Mobile App,negative,On-Time,59.28,5,Q2,Wednesday
2642,2025-09-30 10:00:00,Noise,Resolved,1,Whitefield,105,13.032572549297736,77.4527991064582,0.91,5,145,Illegal parking,Twitter,positive,On-Time,68.39,9,Q3,Tuesday
2643,2025-01-20 19:00:00,Streetlight,Open,3,Jayanagar,89,12.89615856623247,77.66331914252034,-0.02,12,137,Water leakage on road,Twitter,neutral,Slight Delay,24.65,1,Q1,Monday
2644,2025-11-17 04:00:00,Graffiti,Resolved,8,HSR Layout,89,13.00159188954984,77.59549692274791,0.03,0,194,Pothole near school,Call Center,neutral,On-Time,8.7,11,Q4,Monday
2645,2025-02-20 07:00:00,Streetlight,Open,18,BTM Layout,88,13.007052841675126,77.66020676176586,0.58,6,132,Pothole near school,Twitter,positive,On-Time,49.97,2,Q1,Thursday
2646,2025-03-23 16:00:00,Pothole,Resolved,16,HSR Layout,6,13.03799155642162,77.5843418640939,0.39,18,121,Graffiti on wall,Mobile App,positive,Slight Delay,55.12,3,Q1,Sunday
2647,2025-01-24 05:00:00,Graffiti,Resolved,20,Whitefield,158,12.95958560022391,77.59225784995778,-0.53,16,126,Garbage not collected,Twitter,negative,Slight Delay,60.77,1,Q1,Friday
2648,2025-02-06 18:00:00,Graffiti,In Progress,20,Malleshwaram,123,13.008168674771367,77.71866491842172,-0.95,-3,162,Garbage not collected,Call Center,negative,Early,59.76,2,Q1,Thursday
2649,2025-07-18 09:00:00,Noise,Open,16,Yelahanka,74,12.971742447180072,77.51326944458735,0.56,13,126,Garbage not collected,Twitter,positive,Slight Delay,58.43,7,Q3,Friday
2650,2025-09-02 11:00:00,Streetlight,Resolved,2,Marathahalli,103,13.086834511349577,77.51524662035473,-0.74,5,120,Overflowing garbage,Email,negative,On-Time,58.19,9,Q3,Tuesday
2651,2025-10-18 03:00:00,Streetlight,Resolved,17,HSR Layout,146,12.980470181754626,77.61784297853309,0.2,17,152,Noise from bar at night,Mobile App,neutral,Slight Delay,42.34,10,Q4,Saturday
2652,2025-10-26 14:00:00,Streetlight,Resolved,10,Malleshwaram,171,12.902399470782047,77.64806728236633,0.89,-4,134,Illegal parking,Twitter,positive,Early,54.78,10,Q4,Sunday
2653,2025-11-27 09:00:00,Noise,In Progress,7,Indiranagar,33,13.016973137284658,77.55640647004465,0.1,-3,146,Pothole near school,Mobile App,neutral,Early,8.76,11,Q4,Thursday
2654,2025-08-11 19:00:00,Graffiti,Open,10,Marathahalli,181,12.987116832052102,77.60585335019448,-0.43,17,149,Graffiti on wall,Call Center,negative,Slight Delay,56.14,8,Q3,Monday
2655,2025-10-30 21:00:00,Pothole,Resolved,19,HSR Layout,184,13.050957374305037,77.51835692063526,-0.64,19,109,Overflowing garbage,Email,negative,Slight Delay,71.5,10,Q4,Thursday
2656,2025-12-05 13:00:00,Streetlight,Resolved,20,Jayanagar,147,12.894227899398311,77.49077318669295,-0.95,11,127,Pothole near school,Mobile App,negative,Slight Delay,79.07,12,Q4,Friday
2657,2025-04-13 06:00:00,Water Leak,Resolved,9,Basavanagudi,87,12.915234900668477,77.52147879501987,0.25,-1,136,Illegal parking,Email,positive,Early,20.52,4,Q2,Sunday
2658,2025-07-07 06:00:00,Noise,In Progress,17,Marathahalli,69,13.08040727684943,77.72491191775855,0.12,23,140,Streetlight not working,Email,neutral,Heavy Delay,45.82,7,Q3,Monday
2659,2025-03-23 02:00:00,Garbage,Resolved,9,Indiranagar,124,13.082506528311574,77.69054539919782,-0.08,-4,196,Overflowing garbage,Email,neutral,Early,6.18,3,Q1,Sunday
2660,2025-04-28 00:00:00,Pothole,Open,9,Whitefield,26,12.960564191618722,77.49207370344867,-0.61,6,160,Water leakage on road,Twitter,negative,On-Time,51.77,4,Q2,Monday
2661,2025-10-04 18:00:00,Water Leak,Open,5,Koramangala,157,12.861937795529608,77.46396809183456,-0.53,-1,150,Illegal parking,Twitter,negative,Early,37.32,10,Q4,Saturday
2662,2025-06-09 09:00:00,Streetlight,Open,7,Indiranagar,152,12.92663876715649,77.47795549155374,0.92,23,107,Overflowing garbage,Call Center,positive,Heavy Delay,93.82,6,Q2,Monday
2663,2025-05-28 08:00:00,Garbage,Open,11,Whitefield,6,12.911780663605319,77.53802984125238,-0.96,7,157,Broken footpath,Twitter,negative,On-Time,74.15,5,Q2,Wednesday
2664,2025-09-10 20:00:00,Pothole,Resolved,8,Whitefield,182,12.95366921299873,77.69340770472583,-0.27,16,160,Pothole near school,Call Center,negative,Slight Delay,45.17,9,Q3,Wednesday
2665,2025-06-08 10:00:00,Noise,In Progress,14,Malleshwaram,39,12.929450154719646,77.54641234598213,-0.92,18,132,Graffiti on wall,Call Center,negative,Slight Delay,86.92,6,Q2,Sunday
2666,2025-07-15 19:00:00,Garbage,In Progress,2,Basavanagudi,4,13.057248085963113,77.50569657898053,-0.62,1,118,Water leakage on road,Email,negative,On-Time,45.48,7,Q3,Tuesday
2667,2025-03-24 02:00:00,Graffiti,In Progress,10,HSR Layout,128,12.850759004781363,77.56875233163738,0.87,15,129,Water leakage on road,Mobile App,positive,Slight Delay,79.79,3,Q1,Monday
2668,2025-08-30 22:00:00,Garbage,Resolved,16,Marathahalli,58,13.011157963377874,77.4872160867024,-0.7,5,177,Streetlight not working,Twitter,negative,On-Time,55.79,8,Q3,Saturday
2669,2025-09-13 22:00:00,Water Leak,In Progress,16,BTM Layout,48,13.016067556289011,77.59106505342201,0.2,-1,113,Illegal parking,Mobile App,neutral,Early,17.52,9,Q3,Saturday
2670,2025-04-28 11:00:00,Pothole,Open,19,Marathahalli,60,13.01515664382226,77.65266624639389,-0.31,24,135,Garbage not collected,Call Center,negative,Heavy Delay,58.6,4,Q2,Monday
2671,2025-01-16 04:00:00,Water Leak,Resolved,11,Basavanagudi,26,12.980148670128642,77.56065458591682,0.27,12,106,Garbage not collected,Call Center,positive,Slight Delay,39.65,1,Q1,Thursday
2672,2025-06-27 10:00:00,Water Leak,In Progress,6,Marathahalli,77,13.00277601827745,77.50208344878222,0.7,0,133,Overflowing garbage,Call Center,positive,On-Time,48.9,6,Q2,Friday
2673,2025-05-10 23:00:00,Streetlight,Open,6,Whitefield,168,13.052623577884273,77.58595924463134,-0.43,-3,149,Overflowing garbage,Email,negative,Early,28.56,5,Q2,Saturday
2674,2025-03-19 15:00:00,Noise,Open,7,Marathahalli,86,13.046049194672095,77.67874676974304,-0.84,0,131,Water leakage on road,Mobile App,negative,On-Time,57.3,3,Q1,Wednesday
2675,2025-01-05 19:00:00,Garbage,Resolved,16,Koramangala,123,12.858656344294602,77.47297827549235,-0.59,10,141,Broken footpath,Email,negative,Slight Delay,56.09,1,Q1,Sunday
2676,2025-10-23 04:00:00,Pothole,Resolved,13,Koramangala,56,12.857609133934327,77.47128113660703,-0.12,-3,132,Noise from bar at night,Mobile App,neutral,Early,9.96,10,Q4,Thursday
2677,2025-12-01 00:00:00,Graffiti,In Progress,3,Marathahalli,39,13.059736203192623,77.54543322182985,0.03,12,113,Graffiti on wall,Email,neutral,Slight Delay,25.25,12,Q4,Monday
2678,2025-04-10 08:00:00,Noise,In Progress,9,Malleshwaram,81,12.99368242188264,77.57451583622117,0.88,18,188,Water leakage on road,Call Center,positive,Slight Delay,84.52,4,Q2,Thursday
2679,2025-06-13 23:00:00,Noise,In Progress,3,Yelahanka,167,13.089356833817298,77.51494155071852,-0.97,-2,127,Pothole near school,Twitter,negative,Early,62.34,6,Q2,Friday
2680,2025-11-19 14:00:00,Pothole,Resolved,6,Malleshwaram,176,12.957897899229119,77.45807318936062,0.52,-1,138,Streetlight not working,Email,positive,Early,36.72,11,Q4,Wednesday
2681,2025-08-15 18:00:00,Noise,In Progress,17,Marathahalli,25,12.894185455348936,77.51586789257414,-0.85,3,193,Broken footpath,Email,negative,On-Time,62.03,8,Q3,Friday
2682,2025-04-14 18:00:00,Streetlight,In Progress,3,Yelahanka,162,12.968308728096952,77.58061096156213,-0.84,-2,130,Noise from bar at night,Twitter,negative,Early,54.54,4,Q2,Monday
2683,2025-10-18 20:00:00,Noise,Open,2,Jayanagar,127,12.959136076990381,77.47382820333087,0.31,23,123,Graffiti on wall,Twitter,positive,Heavy Delay,57.22,10,Q4,Saturday
2684,2025-11-16 05:00:00,Streetlight,Open,12,Whitefield,149,12.979294345359628,77.66476754859319,0.82,-5,103,Graffiti on wall,Email,positive,Early,49.2,11,Q4,Sunday
2685,2025-03-13 20:00:00,Garbage,Open,6,BTM Layout,25,13.051986808469238,77.61563025332308,-0.42,21,177,Water leakage on road,Call Center,negative,Heavy Delay,61.06,3,Q1,Thursday
2686,2025-12-07 22:00:00,Garbage,In Progress,10,Whitefield,89,13.013895996984195,77.58033206594074,-0.46,16,108,Illegal parking,Call Center,negative,Slight Delay,56.57,12,Q4,Sunday
2687,2025-04-26 07:00:00,Water Leak,Resolved,11,Jayanagar,22,12.896318831849843,77.60561355296386,0.24,21,199,Overflowing garbage,Twitter,positive,Heavy Delay,50.26,4,Q2,Saturday
2688,2025-02-17 09:00:00,Streetlight,Open,16,Whitefield,23,13.033619314088766,77.6467417946051,0.55,5,169,Broken footpath,Email,positive,On-Time,46.79,2,Q1,Monday
2689,2025-06-21 13:00:00,Graffiti,Resolved,16,BTM Layout,153,12.997974053319608,77.74843955172297,0.74,-1,123,Overflowing garbage,Mobile App,positive,Early,49.92,6,Q2,Saturday
2690,2025-05-23 12:00:00,Garbage,In Progress,18,HSR Layout,154,12.99457768263442,77.68253601876243,-0.5,4,189,Water leakage on road,Twitter,negative,On-Time,42.41,5,Q2,Friday
2691,2025-09-01 13:00:00,Noise,In Progress,9,Indiranagar,30,13.019564220608908,77.61210893331615,0.48,-3,197,Illegal parking,Mobile App,positive,Early,31.56,9,Q3,Monday
2692,2025-07-19 02:00:00,Pothole,Open,19,Yelahanka,166,12.990991364664133,77.6811601395024,-0.39,9,164,Streetlight not working,Twitter,negative,On-Time,42.71,7,Q3,Saturday
2693,2025-06-12 18:00:00,Pothole,Resolved,2,Whitefield,103,12.964378434084523,77.59256726829788,0.09,21,186,Noise from bar at night,Email,neutral,Heavy Delay,41.26,6,Q2,Thursday
2694,2025-06-01 13:00:00,Streetlight,Open,1,BTM Layout,162,13.010095070703525,77.54327261081842,-0.62,21,116,Streetlight not working,Call Center,negative,Heavy Delay,73.06,6,Q2,Sunday
2695,2025-05-04 01:00:00,Graffiti,In Progress,16,Yelahanka,77,13.030931767387644,77.52858838334458,-0.71,8,199,Broken footpath,Twitter,negative,On-Time,60.53,5,Q2,Sunday
2696,2025-09-05 01:00:00,Water Leak,Resolved,18,BTM Layout,73,12.906441735707798,77.5698437831301,0.87,-1,136,Illegal parking,Mobile App,positive,Early,57.72,9,Q3,Friday
2697,2025-01-12 12:00:00,Noise,Open,3,Koramangala,143,12.974262473559527,77.45068498262074,0.09,2,149,Pothole near school,Email,neutral,On-Time,15.06,1,Q1,Sunday
2698,2025-03-25 07:00:00,Streetlight,In Progress,1,HSR Layout,95,12.96454311581628,77.50308677321385,-0.99,11,144,Noise from bar at night,Email,negative,Slight Delay,81.47,3,Q1,Tuesday
2699,2025-02-21 03:00:00,Pothole,Open,6,Indiranagar,172,12.859975817652822,77.48796000347177,0.59,14,119,Illegal parking,Email,positive,Slight Delay,61.61,2,Q1,Friday
2700,2025-09-22 01:00:00,Streetlight,Resolved,19,Indiranagar,95,13.058609664106001,77.73810260790407,0.38,13,158,Graffiti on wall,Mobile App,positive,Slight Delay,47.63,9,Q3,Monday
2701,2025-06-05 15:00:00,Noise,Resolved,19,Yelahanka,138,12.944345505984606,77.4694543471796,-0.35,-2,158,Pothole near school,Twitter,negative,Early,25.14,6,Q2,Thursday
2702,2025-01-29 23:00:00,Graffiti,Resolved,11,Malleshwaram,117,12.868172308300302,77.60029183224209,-0.07,-4,189,Graffiti on wall,Call Center,neutral,Early,5.58,1,Q1,Wednesday
2703,2025-06-23 00:00:00,Graffiti,Resolved,8,Basavanagudi,37,12.96447477426912,77.72591537937103,-0.1,-4,110,Illegal parking,Call Center,neutral,Early,7.38,6,Q2,Monday
2704,2025-11-26 05:00:00,Garbage,Resolved,5,Basavanagudi,7,12.890370201522899,77.63225606565706,-0.45,-4,154,Overflowing garbage,Mobile App,negative,Early,28.38,11,Q4,Wednesday
2705,2025-11-08 06:00:00,Noise,Open,20,Koramangala,124,13.026103603658665,77.598580723402,0.96,-3,183,Water leakage on road,Call Center,positive,Early,60.36,11,Q4,Saturday
2706,2025-11-11 01:00:00,Garbage,Open,9,Yelahanka,32,12.992942893791913,77.67289801608567,0.09,22,164,Water leakage on road,Twitter,neutral,Heavy Delay,42.64,11,Q4,Tuesday
